strategy,symbol,interval,total_trades,win_rate,profit_factor,total_pnl_percent,max_drawdown_percent,sharpe_ratio,status
inside-bar-breakout,ETHUSDT,1w,0,0,0,0,0,0,no_trades
inside-bar-breakout,SOLUSDT,1h,0,0,0,0,0,0,no_trades
inside-bar-breakout,SOLUSDT,4h,0,0,0,0,0,0,no_trades
inside-bar-breakout,SOLUSDT,1d,0,0,0,0,0,0,no_trades
inside-bar-breakout,SOLUSDT,1w,0,0,0,0,0,0,no_trades
inside-bar-breakout,XRPUSDT,1h,0,0,0,0,0,0,no_trades
inside-bar-breakout,XRPUSDT,4h,0,0,0,0,0,0,no_trades
inside-bar-breakout,XRPUSDT,1d,0,0,0,0,0,0,no_trades
inside-bar-breakout,XRPUSDT,1w,0,0,0,0,0,0,no_trades
keltner-breakout-optimized,BTCUSDT,1h,41,39.02,0.34,-7.74,7.89,0,completed
keltner-breakout-optimized,BTCUSDT,4h,10,30.00,0.64,-1.53,2.38,0,completed
keltner-breakout-optimized,BTCUSDT,1d,2,100.00,Infinity,0.53,0.00,0,completed
keltner-breakout-optimized,BTCUSDT,1w,0,0,0,0,0,0,no_trades
keltner-breakout-optimized,ETHUSDT,1h,27,48.15,0.41,-4.59,4.59,0,completed
keltner-breakout-optimized,ETHUSDT,4h,5,40.00,0.17,-2.37,2.54,0,completed
keltner-breakout-optimized,ETHUSDT,1d,2,100.00,Infinity,0.95,0.00,0,completed
keltner-breakout-optimized,ETHUSDT,1w,0,0,0,0,0,0,no_trades
keltner-breakout-optimized,SOLUSDT,1h,29,41.38,0.26,-9.32,9.75,0,completed
keltner-breakout-optimized,SOLUSDT,4h,9,66.67,0.32,-4.39,4.74,0,completed
keltner-breakout-optimized,SOLUSDT,1d,3,100.00,Infinity,1.73,0.00,0,completed
keltner-breakout-optimized,SOLUSDT,1w,0,0,0,0,0,0,no_trades
keltner-breakout-optimized,XRPUSDT,1h,26,38.46,0.56,-4.81,4.89,0,completed
keltner-breakout-optimized,XRPUSDT,4h,7,57.14,1.16,0.02,1.65,0,completed
keltner-breakout-optimized,XRPUSDT,1d,2,100.00,Infinity,1.71,0.00,0,completed
keltner-breakout-optimized,XRPUSDT,1w,0,0,0,0,0,0,no_trades
keltner-squeeze,BTCUSDT,1h,13,46.15,0.65,-1.11,1.60,0,completed
keltner-squeeze,BTCUSDT,4h,6,33.33,0.35,-1.19,1.32,0,completed
keltner-squeeze,BTCUSDT,1d,2,0.00,0.00,-2.39,2.39,0,completed
keltner-squeeze,BTCUSDT,1w,0,0,0,0,0,0,no_trades
keltner-squeeze,ETHUSDT,1h,10,50.00,0.73,-0.88,1.06,0,completed
keltner-squeeze,ETHUSDT,4h,4,75.00,1.07,-0.15,0.70,0,completed
keltner-squeeze,ETHUSDT,1d,2,100.00,Infinity,1.99,0.00,0,completed
keltner-squeeze,ETHUSDT,1w,0,0,0,0,0,0,no_trades
keltner-squeeze,SOLUSDT,1h,8,25.00,0.51,-1.99,3.16,0,completed
keltner-squeeze,SOLUSDT,4h,2,0.00,0.00,-2.42,2.42,0,completed
keltner-squeeze,SOLUSDT,1d,0,0,0,0,0,0,no_trades
keltner-squeeze,SOLUSDT,1w,0,0,0,0,0,0,no_trades
keltner-squeeze,XRPUSDT,1h,12,41.67,0.41,-2.75,3.14,0,completed
keltner-squeeze,XRPUSDT,4h,1,0.00,0.00,-0.45,0.45,0,completed
keltner-squeeze,XRPUSDT,1d,0,0,0,0,0,0,no_trades
keltner-squeeze,XRPUSDT,1w,0,0,0,0,0,0,no_trades
klinger-oscillator,BTCUSDT,1h,817,39.53,0.57,-55.49,55.97,0,completed
klinger-oscillator,BTCUSDT,4h,249,44.58,0.69,-24.30,27.40,0,completed
klinger-oscillator,BTCUSDT,1d,74,60.81,1.19,0.76,4.95,0,completed
klinger-oscillator,BTCUSDT,1w,11,90.91,4.92,7.01,1.80,0,completed
klinger-oscillator,ETHUSDT,1h,841,43.04,0.57,-57.87,57.95,0,completed
klinger-oscillator,ETHUSDT,4h,255,44.31,0.68,-27.55,28.80,0,completed
klinger-oscillator,ETHUSDT,1d,65,52.31,0.86,-5.27,7.10,0,completed
klinger-oscillator,ETHUSDT,1w,9,22.22,0.20,-11.69,11.69,0,completed
klinger-oscillator,SOLUSDT,1h,983,42.73,0.59,-67.37,67.71,0,completed
klinger-oscillator,SOLUSDT,4h,261,46.36,0.74,-25.96,27.07,0,completed
klinger-oscillator,SOLUSDT,1d,81,46.91,0.74,-12.31,17.70,0,completed
klinger-oscillator,SOLUSDT,1w,12,66.67,1.27,2.32,5.57,0,completed
klinger-oscillator,XRPUSDT,1h,873,45.82,0.67,-56.54,56.73,0,completed
klinger-oscillator,XRPUSDT,4h,266,44.36,0.64,-31.33,31.83,0,completed
klinger-oscillator,XRPUSDT,1d,66,46.97,0.57,-15.55,16.71,0,completed
klinger-oscillator,XRPUSDT,1w,12,33.33,0.29,-12.97,14.26,0,completed
larry-williams-9-1,BTCUSDT,1h,145,32.41,0.47,-16.77,17.06,0,completed
larry-williams-9-1,BTCUSDT,4h,31,41.94,0.63,-3.83,4.80,0,completed
larry-williams-9-1,BTCUSDT,1d,13,53.85,0.60,-2.15,2.63,0,completed
larry-williams-9-1,BTCUSDT,1w,2,50.00,0.22,-1.92,2.41,0,completed
larry-williams-9-1,ETHUSDT,1h,131,30.53,0.43,-17.79,18.49,0,completed
larry-williams-9-1,ETHUSDT,4h,48,50.00,0.66,-5.88,5.88,0,completed
larry-williams-9-1,ETHUSDT,1d,8,50.00,1.03,-0.17,3.07,0,completed
larry-williams-9-1,ETHUSDT,1w,0,0,0,0,0,0,no_trades
larry-williams-9-1,SOLUSDT,1h,138,35.51,0.59,-16.80,18.74,0,completed
larry-williams-9-1,SOLUSDT,4h,48,39.58,0.34,-12.85,12.97,0,completed
larry-williams-9-1,SOLUSDT,1d,9,66.67,1.04,-0.22,2.91,0,completed
larry-williams-9-1,SOLUSDT,1w,0,0,0,0,0,0,no_trades
larry-williams-9-1,XRPUSDT,1h,169,33.73,0.43,-20.61,20.87,0,completed
larry-williams-9-1,XRPUSDT,4h,61,42.62,0.87,-4.33,5.50,0,completed
larry-williams-9-1,XRPUSDT,1d,8,62.50,1.56,1.16,2.59,0,completed
larry-williams-9-1,XRPUSDT,1w,0,0,0,0,0,0,no_trades
larry-williams-9-2,BTCUSDT,1h,98,46.94,0.45,-13.87,14.54,0,completed
larry-williams-9-2,BTCUSDT,4h,34,55.88,0.55,-5.84,6.15,0,completed
larry-williams-9-2,BTCUSDT,1d,8,62.50,0.67,-1.80,2.90,0,completed
larry-williams-9-2,BTCUSDT,1w,0,0,0,0,0,0,no_trades
larry-williams-9-2,ETHUSDT,1h,95,50.53,0.48,-14.43,15.06,0,completed
larry-williams-9-2,ETHUSDT,4h,36,66.67,0.56,-6.65,7.88,0,completed
larry-williams-9-2,ETHUSDT,1d,14,57.14,0.78,-2.13,3.79,0,completed
larry-williams-9-2,ETHUSDT,1w,1,0.00,0.00,-4.73,4.73,0,completed
larry-williams-9-2,SOLUSDT,1h,104,46.15,0.39,-20.74,21.66,0,completed
larry-williams-9-2,SOLUSDT,4h,39,66.67,0.65,-6.85,8.50,0,completed
larry-williams-9-2,SOLUSDT,1d,9,88.89,3.33,2.42,1.18,0,completed
larry-williams-9-2,SOLUSDT,1w,0,0,0,0,0,0,no_trades
larry-williams-9-2,XRPUSDT,1h,120,46.67,0.58,-15.54,15.88,0,completed
larry-williams-9-2,XRPUSDT,4h,40,57.50,0.38,-14.29,14.91,0,completed
larry-williams-9-2,XRPUSDT,1d,4,100.00,Infinity,3.90,0.00,0,completed
larry-williams-9-2,XRPUSDT,1w,0,0,0,0,0,0,no_trades
larry-williams-9-3,BTCUSDT,1h,145,40.00,0.49,-16.46,16.82,0,completed
larry-williams-9-3,BTCUSDT,4h,60,41.67,0.42,-11.68,11.68,0,completed
larry-williams-9-3,BTCUSDT,1d,11,63.64,0.70,-1.99,2.74,0,completed
larry-williams-9-3,BTCUSDT,1w,2,50.00,0.22,-1.92,2.41,0,completed
larry-williams-9-3,ETHUSDT,1h,166,31.93,0.36,-25.99,26.56,0,completed
larry-williams-9-3,ETHUSDT,4h,68,48.53,0.65,-8.80,11.82,0,completed
larry-williams-9-3,ETHUSDT,1d,12,66.67,1.12,0.15,2.31,0,completed
larry-williams-9-3,ETHUSDT,1w,2,50.00,0.19,-3.89,4.73,0,completed
larry-williams-9-3,SOLUSDT,1h,166,39.76,0.52,-21.68,21.68,0,completed
larry-williams-9-3,SOLUSDT,4h,56,55.36,0.73,-6.62,8.30,0,completed
larry-williams-9-3,SOLUSDT,1d,9,77.78,0.84,-1.13,4.06,0,completed
larry-williams-9-3,SOLUSDT,1w,0,0,0,0,0,0,no_trades
larry-williams-9-3,XRPUSDT,1h,192,45.31,0.66,-17.57,18.91,0,completed
larry-williams-9-3,XRPUSDT,4h,96,53.13,0.69,-13.30,14.17,0,completed
larry-williams-9-3,XRPUSDT,1d,11,63.64,0.37,-4.39,5.75,0,completed
larry-williams-9-3,XRPUSDT,1w,0,0,0,0,0,0,no_trades
larry-williams-9-4,BTCUSDT,1h,19,42.11,0.76,-1.49,2.50,0,completed
larry-williams-9-4,BTCUSDT,4h,3,33.33,0.74,-0.25,0.41,0,completed
larry-williams-9-4,BTCUSDT,1d,0,0,0,0,0,0,no_trades
larry-williams-9-4,BTCUSDT,1w,0,0,0,0,0,0,no_trades
larry-williams-9-4,ETHUSDT,1h,8,37.50,0.49,-1.18,1.36,0,completed
larry-williams-9-4,ETHUSDT,4h,4,75.00,5.74,0.65,0.23,0,completed
larry-williams-9-4,ETHUSDT,1d,1,0.00,0.00,-0.05,0.05,0,completed
larry-williams-9-4,ETHUSDT,1w,0,0,0,0,0,0,no_trades
larry-williams-9-4,SOLUSDT,1h,10,50.00,0.62,-0.96,1.12,0,completed
larry-williams-9-4,SOLUSDT,4h,3,33.33,0.17,-1.26,1.44,0,completed
larry-williams-9-4,SOLUSDT,1d,0,0,0,0,0,0,no_trades
larry-williams-9-4,SOLUSDT,1w,0,0,0,0,0,0,no_trades
larry-williams-9-4,XRPUSDT,1h,14,50.00,0.62,-1.36,1.62,0,completed
larry-williams-9-4,XRPUSDT,4h,5,40.00,2.95,0.97,0.77,0,completed
larry-williams-9-4,XRPUSDT,1d,1,0.00,0.00,-1.62,1.62,0,completed
larry-williams-9-4,XRPUSDT,1w,0,0,0,0,0,0,no_trades
liquidation-cascade,BTCUSDT,1h,0,0,0,0,0,0,no_trades
liquidation-cascade,BTCUSDT,4h,0,0,0,0,0,0,no_trades
liquidation-cascade,BTCUSDT,1d,0,0,0,0,0,0,no_trades
liquidation-cascade,BTCUSDT,1w,0,0,0,0,0,0,no_trades
liquidation-cascade,ETHUSDT,1h,0,0,0,0,0,0,no_trades
liquidation-cascade,ETHUSDT,4h,0,0,0,0,0,0,no_trades
liquidation-cascade,ETHUSDT,1d,0,0,0,0,0,0,no_trades
liquidation-cascade,ETHUSDT,1w,0,0,0,0,0,0,no_trades
liquidation-cascade,SOLUSDT,1h,0,0,0,0,0,0,no_trades
liquidation-cascade,SOLUSDT,4h,0,0,0,0,0,0,no_trades
liquidation-cascade,SOLUSDT,1d,0,0,0,0,0,0,no_trades
liquidation-cascade,SOLUSDT,1w,0,0,0,0,0,0,no_trades
liquidation-cascade,XRPUSDT,1h,0,0,0,0,0,0,no_trades
liquidation-cascade,XRPUSDT,4h,0,0,0,0,0,0,no_trades
liquidation-cascade,XRPUSDT,1d,0,0,0,0,0,0,no_trades
liquidation-cascade,XRPUSDT,1w,0,0,0,0,0,0,no_trades
liquidity-sweep,BTCUSDT,1h,136,41.18,0.61,-13.09,13.55,0,completed
liquidity-sweep,BTCUSDT,4h,34,47.06,0.85,-2.62,4.76,0,completed
liquidity-sweep,BTCUSDT,1d,8,50.00,0.66,-1.22,2.01,0,completed
liquidity-sweep,BTCUSDT,1w,0,0,0,0,0,0,no_trades
liquidity-sweep,ETHUSDT,1h,133,33.83,0.43,-17.76,19.38,0,completed
liquidity-sweep,ETHUSDT,4h,35,65.71,1.17,-0.61,2.45,0,completed
liquidity-sweep,ETHUSDT,1d,8,62.50,1.16,0.28,3.24,0,completed
liquidity-sweep,ETHUSDT,1w,0,0,0,0,0,0,no_trades
liquidity-sweep,SOLUSDT,1h,105,37.14,0.72,-10.79,14.09,0,completed
liquidity-sweep,SOLUSDT,4h,31,22.58,0.11,-14.63,14.63,0,completed
liquidity-sweep,SOLUSDT,1d,5,60.00,0.77,-1.00,2.55,0,completed
liquidity-sweep,SOLUSDT,1w,0,0,0,0,0,0,no_trades
liquidity-sweep,XRPUSDT,1h,118,39.83,0.70,-11.38,15.74,0,completed
liquidity-sweep,XRPUSDT,4h,38,50.00,0.81,-3.17,4.78,0,completed
liquidity-sweep,XRPUSDT,1d,7,28.57,0.42,-3.13,3.16,0,completed
liquidity-sweep,XRPUSDT,1w,3,33.33,0.07,-8.07,8.59,0,completed
macd-divergence,BTCUSDT,1h,190,40.00,0.58,-18.83,18.90,0,completed
macd-divergence,BTCUSDT,4h,71,45.07,0.63,-8.69,9.64,0,completed
macd-divergence,BTCUSDT,1d,17,47.06,0.40,-5.13,5.21,0,completed
macd-divergence,BTCUSDT,1w,1,100.00,Infinity,1.11,0.00,0,completed
macd-divergence,ETHUSDT,1h,180,38.33,0.48,-21.57,21.57,0,completed
macd-divergence,ETHUSDT,4h,61,49.18,0.54,-10.87,10.96,0,completed
macd-divergence,ETHUSDT,1d,16,50.00,0.51,-4.56,6.85,0,completed
macd-divergence,ETHUSDT,1w,0,0,0,0,0,0,no_trades
macd-divergence,SOLUSDT,1h,204,46.57,0.70,-20.01,21.55,0,completed
macd-divergence,SOLUSDT,4h,70,60.00,0.89,-4.67,7.72,0,completed
macd-divergence,SOLUSDT,1d,12,75.00,1.29,0.99,3.03,0,completed
macd-divergence,SOLUSDT,1w,0,0,0,0,0,0,no_trades
macd-divergence,XRPUSDT,1h,234,39.32,0.52,-28.52,29.84,0,completed
macd-divergence,XRPUSDT,4h,73,47.95,0.52,-14.34,14.93,0,completed
macd-divergence,XRPUSDT,1d,13,61.54,1.46,1.31,1.69,0,completed
macd-divergence,XRPUSDT,1w,0,0,0,0,0,0,no_trades
market-making,BTCUSDT,1h,1327,40.92,0.60,-74.58,74.79,0,completed
market-making,BTCUSDT,4h,605,46.45,0.88,-35.91,41.42,0,completed
market-making,BTCUSDT,1d,183,47.54,0.81,-16.40,20.35,0,completed
market-making,BTCUSDT,1w,36,52.78,1.36,5.58,7.13,0,completed
market-making,ETHUSDT,1h,1368,40.79,0.61,-76.46,77.14,0,completed
market-making,ETHUSDT,4h,580,45.00,0.73,-47.51,51.39,0,completed
market-making,ETHUSDT,1d,181,52.49,0.82,-16.66,22.56,0,completed
market-making,ETHUSDT,1w,28,50.00,0.76,-7.51,15.20,0,completed
market-making,SOLUSDT,1h,1774,45.83,0.74,-78.06,78.35,0,completed
market-making,SOLUSDT,4h,718,43.87,0.66,-66.66,69.09,0,completed
market-making,SOLUSDT,1d,186,52.69,1.06,-1.81,11.15,0,completed
market-making,SOLUSDT,1w,23,39.13,0.56,-11.03,17.72,0,completed
market-making,XRPUSDT,1h,1247,39.78,0.61,-78.70,78.86,0,completed
market-making,XRPUSDT,4h,578,43.94,0.79,-47.73,52.21,0,completed
market-making,XRPUSDT,1d,144,45.83,0.97,-6.38,28.76,0,completed
market-making,XRPUSDT,1w,16,25.00,0.32,-13.12,15.69,0,completed
market-structure-break,BTCUSDT,1h,0,0,0,0,0,0,no_trades
market-structure-break,BTCUSDT,4h,0,0,0,0,0,0,no_trades
market-structure-break,BTCUSDT,1d,0,0,0,0,0,0,no_trades
market-structure-break,BTCUSDT,1w,0,0,0,0,0,0,no_trades
market-structure-break,ETHUSDT,1h,0,0,0,0,0,0,no_trades
market-structure-break,ETHUSDT,4h,0,0,0,0,0,0,no_trades
market-structure-break,ETHUSDT,1d,0,0,0,0,0,0,no_trades
market-structure-break,ETHUSDT,1w,0,0,0,0,0,0,no_trades
market-structure-break,SOLUSDT,1h,0,0,0,0,0,0,no_trades
market-structure-break,SOLUSDT,4h,0,0,0,0,0,0,no_trades
market-structure-break,SOLUSDT,1d,0,0,0,0,0,0,no_trades
market-structure-break,SOLUSDT,1w,0,0,0,0,0,0,no_trades
market-structure-break,XRPUSDT,1h,0,0,0,0,0,0,no_trades
market-structure-break,XRPUSDT,4h,0,0,0,0,0,0,no_trades
market-structure-break,XRPUSDT,1d,0,0,0,0,0,0,no_trades
market-structure-break,XRPUSDT,1w,0,0,0,0,0,0,no_trades
marubozu-momentum,BTCUSDT,1h,0,0,0,0,0,0,no_trades
marubozu-momentum,BTCUSDT,4h,0,0,0,0,0,0,no_trades
marubozu-momentum,BTCUSDT,1d,0,0,0,0,0,0,no_trades
marubozu-momentum,BTCUSDT,1w,0,0,0,0,0,0,no_trades
marubozu-momentum,ETHUSDT,1h,0,0,0,0,0,0,no_trades
marubozu-momentum,ETHUSDT,4h,0,0,0,0,0,0,no_trades
marubozu-momentum,ETHUSDT,1d,0,0,0,0,0,0,no_trades
marubozu-momentum,ETHUSDT,1w,0,0,0,0,0,0,no_trades
marubozu-momentum,SOLUSDT,1h,0,0,0,0,0,0,no_trades
marubozu-momentum,SOLUSDT,4h,0,0,0,0,0,0,no_trades
marubozu-momentum,SOLUSDT,1d,0,0,0,0,0,0,no_trades
marubozu-momentum,SOLUSDT,1w,0,0,0,0,0,0,no_trades
marubozu-momentum,XRPUSDT,1h,0,0,0,0,0,0,no_trades
marubozu-momentum,XRPUSDT,4h,0,0,0,0,0,0,no_trades
marubozu-momentum,XRPUSDT,1d,0,0,0,0,0,0,no_trades
marubozu-momentum,XRPUSDT,1w,0,0,0,0,0,0,no_trades
mass-index-reversal,BTCUSDT,1h,0,0,0,0,0,0,no_trades
mass-index-reversal,BTCUSDT,4h,0,0,0,0,0,0,no_trades
mass-index-reversal,BTCUSDT,1d,0,0,0,0,0,0,no_trades
mass-index-reversal,BTCUSDT,1w,0,0,0,0,0,0,no_trades
mass-index-reversal,ETHUSDT,1h,0,0,0,0,0,0,no_trades
mass-index-reversal,ETHUSDT,4h,0,0,0,0,0,0,no_trades
mass-index-reversal,ETHUSDT,1d,0,0,0,0,0,0,no_trades
mass-index-reversal,ETHUSDT,1w,0,0,0,0,0,0,no_trades
mass-index-reversal,SOLUSDT,1h,0,0,0,0,0,0,no_trades
mass-index-reversal,SOLUSDT,4h,0,0,0,0,0,0,no_trades
mass-index-reversal,SOLUSDT,1d,0,0,0,0,0,0,no_trades
mass-index-reversal,SOLUSDT,1w,0,0,0,0,0,0,no_trades
mass-index-reversal,XRPUSDT,1h,0,0,0,0,0,0,no_trades
mass-index-reversal,XRPUSDT,4h,0,0,0,0,0,0,no_trades
mass-index-reversal,XRPUSDT,1d,0,0,0,0,0,0,no_trades
mass-index-reversal,XRPUSDT,1w,0,0,0,0,0,0,no_trades
mean-reversion-bb-rsi,BTCUSDT,1h,290,38.97,0.46,-32.72,32.98,0,completed
mean-reversion-bb-rsi,BTCUSDT,4h,106,50.00,0.96,-5.93,11.37,0,completed
mean-reversion-bb-rsi,BTCUSDT,1d,19,47.37,0.53,-5.00,6.91,0,completed
mean-reversion-bb-rsi,BTCUSDT,1w,0,0,0,0,0,0,no_trades
mean-reversion-bb-rsi,ETHUSDT,1h,252,40.08,0.61,-25.87,28.23,0,completed
mean-reversion-bb-rsi,ETHUSDT,4h,110,53.64,0.85,-9.91,16.56,0,completed
mean-reversion-bb-rsi,ETHUSDT,1d,29,55.17,0.73,-4.75,6.72,0,completed
mean-reversion-bb-rsi,ETHUSDT,1w,2,50.00,0.33,-2.08,3.05,0,completed
mean-reversion-bb-rsi,SOLUSDT,1h,199,52.76,0.88,-13.08,15.55,0,completed
mean-reversion-bb-rsi,SOLUSDT,4h,89,55.06,0.76,-11.18,13.71,0,completed
mean-reversion-bb-rsi,SOLUSDT,1d,18,77.78,2.27,7.14,3.36,0,completed
mean-reversion-bb-rsi,SOLUSDT,1w,0,0,0,0,0,0,no_trades
mean-reversion-bb-rsi,XRPUSDT,1h,195,45.13,0.63,-23.05,26.19,0,completed
mean-reversion-bb-rsi,XRPUSDT,4h,88,39.77,0.47,-26.66,30.15,0,completed
mean-reversion-bb-rsi,XRPUSDT,1d,21,33.33,0.37,-11.91,13.68,0,completed
mean-reversion-bb-rsi,XRPUSDT,1w,0,0,0,0,0,0,no_trades
mean-reversion-extreme,BTCUSDT,1h,291,38.83,0.55,-28.79,29.90,0,completed
mean-reversion-extreme,BTCUSDT,4h,108,43.52,0.61,-13.87,14.01,0,completed
mean-reversion-extreme,BTCUSDT,1d,13,53.85,0.93,-0.94,2.93,0,completed
mean-reversion-extreme,BTCUSDT,1w,6,33.33,0.18,-5.86,5.86,0,completed
mean-reversion-extreme,ETHUSDT,1h,254,42.91,0.69,-22.53,25.03,0,completed
mean-reversion-extreme,ETHUSDT,4h,96,43.75,0.59,-15.84,18.55,0,completed
mean-reversion-extreme,ETHUSDT,1d,26,46.15,0.41,-10.74,12.11,0,completed
mean-reversion-extreme,ETHUSDT,1w,4,50.00,0.72,-1.58,3.13,0,completed
mean-reversion-extreme,SOLUSDT,1h,232,46.55,0.58,-28.58,28.64,0,completed
mean-reversion-extreme,SOLUSDT,4h,83,48.19,0.82,-9.11,16.89,0,completed
mean-reversion-extreme,SOLUSDT,1d,18,77.78,1.72,3.14,3.93,0,completed
mean-reversion-extreme,SOLUSDT,1w,3,100.00,Infinity,4.07,0.00,0,completed
mean-reversion-extreme,XRPUSDT,1h,203,41.87,0.58,-25.94,27.19,0,completed
mean-reversion-extreme,XRPUSDT,4h,73,46.58,0.64,-14.38,16.79,0,completed
mean-reversion-extreme,XRPUSDT,1d,21,38.10,0.68,-5.12,8.12,0,completed
mean-reversion-extreme,XRPUSDT,1w,3,33.33,0.27,-3.80,5.13,0,completed
mfi-divergence,BTCUSDT,1h,73,32.88,0.44,-8.82,9.03,0,completed
mfi-divergence,BTCUSDT,4h,31,45.16,0.67,-4.07,5.84,0,completed
mfi-divergence,BTCUSDT,1d,4,25.00,0.41,-1.54,2.47,0,completed
mfi-divergence,BTCUSDT,1w,2,100.00,Infinity,1.68,0.00,0,completed
mfi-divergence,ETHUSDT,1h,91,35.16,0.44,-11.93,12.03,0,completed
mfi-divergence,ETHUSDT,4h,21,38.10,0.40,-4.12,4.72,0,completed
mfi-divergence,ETHUSDT,1d,4,50.00,0.37,-1.60,1.91,0,completed
mfi-divergence,ETHUSDT,1w,2,0.00,0.00,-2.91,2.91,0,completed
mfi-divergence,SOLUSDT,1h,61,49.18,0.95,-3.35,3.64,0,completed
mfi-divergence,SOLUSDT,4h,28,57.14,0.69,-3.95,4.36,0,completed
mfi-divergence,SOLUSDT,1d,3,66.67,0.49,-0.72,1.22,0,completed
mfi-divergence,SOLUSDT,1w,0,0,0,0,0,0,no_trades
mfi-divergence,XRPUSDT,1h,66,42.42,0.45,-10.35,10.59,0,completed
mfi-divergence,XRPUSDT,4h,20,40.00,0.29,-7.10,7.10,0,completed
mfi-divergence,XRPUSDT,1d,2,50.00,0.19,-2.22,2.68,0,completed
mfi-divergence,XRPUSDT,1w,0,0,0,0,0,0,no_trades
momentum-25day-crypto,BTCUSDT,1h,0,0,0,0,0,0,no_trades
momentum-25day-crypto,BTCUSDT,4h,0,0,0,0,0,0,no_trades
momentum-25day-crypto,BTCUSDT,1d,0,0,0,0,0,0,no_trades
momentum-25day-crypto,BTCUSDT,1w,0,0,0,0,0,0,no_trades
momentum-25day-crypto,ETHUSDT,1h,0,0,0,0,0,0,no_trades
momentum-25day-crypto,ETHUSDT,4h,0,0,0,0,0,0,no_trades
momentum-25day-crypto,ETHUSDT,1d,0,0,0,0,0,0,no_trades
momentum-25day-crypto,ETHUSDT,1w,0,0,0,0,0,0,no_trades
momentum-25day-crypto,SOLUSDT,1h,0,0,0,0,0,0,no_trades
momentum-25day-crypto,SOLUSDT,4h,0,0,0,0,0,0,no_trades
momentum-25day-crypto,SOLUSDT,1d,0,0,0,0,0,0,no_trades
momentum-25day-crypto,SOLUSDT,1w,0,0,0,0,0,0,no_trades
momentum-25day-crypto,XRPUSDT,1h,0,0,0,0,0,0,no_trades
momentum-25day-crypto,XRPUSDT,4h,0,0,0,0,0,0,no_trades
momentum-25day-crypto,XRPUSDT,1d,0,0,0,0,0,0,no_trades
momentum-25day-crypto,XRPUSDT,1w,0,0,0,0,0,0,no_trades
momentum-breakout-2025,BTCUSDT,1h,1082,44.09,0.56,-68.04,68.72,0,completed
momentum-breakout-2025,BTCUSDT,4h,425,47.53,0.58,-47.47,47.47,0,completed
momentum-breakout-2025,BTCUSDT,1d,121,59.50,0.67,-20.72,24.84,0,completed
momentum-breakout-2025,BTCUSDT,1w,35,85.71,2.51,14.91,6.44,0,completed
momentum-breakout-2025,ETHUSDT,1h,1046,45.51,0.51,-75.39,75.60,0,completed
momentum-breakout-2025,ETHUSDT,4h,365,49.32,0.54,-49.53,49.53,0,completed
momentum-breakout-2025,ETHUSDT,1d,93,54.84,0.69,-17.39,21.72,0,completed
momentum-breakout-2025,ETHUSDT,1w,20,60.00,0.41,-14.65,19.06,0,completed
momentum-breakout-2025,SOLUSDT,1h,1137,49.34,0.59,-78.08,78.61,0,completed
momentum-breakout-2025,SOLUSDT,4h,372,56.45,0.81,-33.46,34.46,0,completed
momentum-breakout-2025,SOLUSDT,1d,116,56.90,0.74,-19.35,25.42,0,completed
momentum-breakout-2025,SOLUSDT,1w,21,85.71,2.74,23.95,5.82,0,completed
momentum-breakout-2025,XRPUSDT,1h,1077,49.12,0.59,-72.57,72.76,0,completed
momentum-breakout-2025,XRPUSDT,4h,354,54.52,0.63,-43.59,43.71,0,completed
momentum-breakout-2025,XRPUSDT,1d,69,50.72,0.60,-20.54,26.04,0,completed
momentum-breakout-2025,XRPUSDT,1w,19,63.16,0.91,-2.28,7.82,0,completed
momentum-rotation,BTCUSDT,1h,108,42.59,0.57,-10.84,11.01,0,completed
momentum-rotation,BTCUSDT,4h,194,50.00,0.51,-28.12,28.12,0,completed
momentum-rotation,BTCUSDT,1d,108,57.41,0.86,-9.16,14.08,0,completed
momentum-rotation,BTCUSDT,1w,35,85.71,3.10,18.26,6.33,0,completed
momentum-rotation,ETHUSDT,1h,131,41.98,0.44,-19.19,19.19,0,completed
momentum-rotation,ETHUSDT,4h,170,54.12,0.93,-10.45,14.24,0,completed
momentum-rotation,ETHUSDT,1d,79,58.23,1.03,-1.64,14.58,0,completed
momentum-rotation,ETHUSDT,1w,23,52.17,0.36,-19.48,25.21,0,completed
momentum-rotation,SOLUSDT,1h,356,51.40,0.61,-38.12,38.60,0,completed
momentum-rotation,SOLUSDT,4h,292,53.77,0.97,-14.10,19.20,0,completed
momentum-rotation,SOLUSDT,1d,118,55.93,0.96,-6.30,17.27,0,completed
momentum-rotation,SOLUSDT,1w,31,64.52,1.19,6.46,19.58,0,completed
momentum-rotation,XRPUSDT,1h,226,51.33,0.59,-30.62,30.71,0,completed
momentum-rotation,XRPUSDT,4h,214,53.27,0.59,-33.99,35.22,0,completed
momentum-rotation,XRPUSDT,1d,77,46.75,0.56,-25.35,32.53,0,completed
momentum-rotation,XRPUSDT,1w,27,70.37,1.55,9.02,9.73,0,completed
morning-star,BTCUSDT,1h,0,0,0,0,0,0,no_trades
morning-star,BTCUSDT,4h,0,0,0,0,0,0,no_trades
morning-star,BTCUSDT,1d,0,0,0,0,0,0,no_trades
morning-star,BTCUSDT,1w,0,0,0,0,0,0,no_trades
morning-star,ETHUSDT,1h,0,0,0,0,0,0,no_trades
morning-star,ETHUSDT,4h,0,0,0,0,0,0,no_trades
