strategy,symbol,interval,total_trades,win_rate,profit_factor,total_pnl_percent,max_drawdown_percent,sharpe_ratio,status
scalping-1m,ETHUSDT,1h,0,0,0,0,0,0,no_trades
scalping-1m,ETHUSDT,4h,0,0,0,0,0,0,no_trades
scalping-1m,ETHUSDT,1d,0,0,0,0,0,0,no_trades
scalping-1m,ETHUSDT,1w,0,0,0,0,0,0,no_trades
scalping-1m,SOLUSDT,1h,0,0,0,0,0,0,no_trades
scalping-1m,SOLUSDT,4h,0,0,0,0,0,0,no_trades
scalping-1m,SOLUSDT,1d,0,0,0,0,0,0,no_trades
scalping-1m,SOLUSDT,1w,0,0,0,0,0,0,no_trades
scalping-1m,XRPUSDT,1h,0,0,0,0,0,0,no_trades
scalping-1m,XRPUSDT,4h,0,0,0,0,0,0,no_trades
scalping-1m,XRPUSDT,1d,0,0,0,0,0,0,no_trades
scalping-1m,XRPUSDT,1w,0,0,0,0,0,0,no_trades
scalping-5m,BTCUSDT,1h,0,0,0,0,0,0,no_trades
scalping-5m,BTCUSDT,4h,0,0,0,0,0,0,no_trades
scalping-5m,BTCUSDT,1d,0,0,0,0,0,0,no_trades
scalping-5m,BTCUSDT,1w,0,0,0,0,0,0,no_trades
scalping-5m,ETHUSDT,1h,0,0,0,0,0,0,no_trades
scalping-5m,ETHUSDT,4h,0,0,0,0,0,0,no_trades
scalping-5m,ETHUSDT,1d,0,0,0,0,0,0,no_trades
scalping-5m,ETHUSDT,1w,0,0,0,0,0,0,no_trades
scalping-5m,SOLUSDT,1h,0,0,0,0,0,0,no_trades
scalping-5m,SOLUSDT,4h,0,0,0,0,0,0,no_trades
scalping-5m,SOLUSDT,1d,0,0,0,0,0,0,no_trades
scalping-5m,SOLUSDT,1w,0,0,0,0,0,0,no_trades
scalping-5m,XRPUSDT,1h,0,0,0,0,0,0,no_trades
scalping-5m,XRPUSDT,4h,0,0,0,0,0,0,no_trades
scalping-5m,XRPUSDT,1d,0,0,0,0,0,0,no_trades
scalping-5m,XRPUSDT,1w,0,0,0,0,0,0,no_trades
supertrend-follow,BTCUSDT,1h,179,29.05,0.37,-23.22,23.75,0,completed
supertrend-follow,BTCUSDT,4h,46,36.96,0.40,-9.01,10.65,0,completed
supertrend-follow,BTCUSDT,1d,11,63.64,0.63,-1.83,2.33,0,completed
supertrend-follow,BTCUSDT,1w,1,0.00,0.00,-2.41,2.41,0,completed
supertrend-follow,ETHUSDT,1h,150,30.00,0.34,-22.31,22.34,0,completed
supertrend-follow,ETHUSDT,4h,47,38.30,0.42,-9.85,11.80,0,completed
supertrend-follow,ETHUSDT,1d,13,46.15,0.36,-4.55,4.55,0,completed
supertrend-follow,ETHUSDT,1w,0,0,0,0,0,0,no_trades
supertrend-follow,SOLUSDT,1h,186,38.17,0.38,-28.32,28.69,0,completed
supertrend-follow,SOLUSDT,4h,50,60.00,0.95,-2.75,5.25,0,completed
supertrend-follow,SOLUSDT,1d,10,50.00,0.39,-4.32,4.32,0,completed
supertrend-follow,SOLUSDT,1w,0,0,0,0,0,0,no_trades
supertrend-follow,XRPUSDT,1h,166,39.76,0.60,-15.92,16.86,0,completed
supertrend-follow,XRPUSDT,4h,47,48.94,0.92,-2.97,5.76,0,completed
supertrend-follow,XRPUSDT,1d,11,54.55,0.76,-1.46,2.76,0,completed
supertrend-follow,XRPUSDT,1w,1,100.00,Infinity,1.08,0.00,0,completed
swing-weekly,BTCUSDT,1h,13,15.38,0.08,-3.33,3.40,0,completed
swing-weekly,BTCUSDT,4h,3,100.00,Infinity,1.30,0.00,0,completed
swing-weekly,BTCUSDT,1d,1,100.00,Infinity,0.88,0.00,0,completed
swing-weekly,BTCUSDT,1w,0,0,0,0,0,0,no_trades
swing-weekly,ETHUSDT,1h,4,50.00,0.69,-0.41,0.68,0,completed
swing-weekly,ETHUSDT,4h,3,33.33,0.45,-0.80,1.27,0,completed
swing-weekly,ETHUSDT,1d,1,0.00,0.00,-1.78,1.78,0,completed
swing-weekly,ETHUSDT,1w,0,0,0,0,0,0,no_trades
swing-weekly,SOLUSDT,1h,7,71.43,2.14,0.39,0.50,0,completed
swing-weekly,SOLUSDT,4h,4,25.00,0.07,-2.10,2.20,0,completed
swing-weekly,SOLUSDT,1d,2,100.00,Infinity,1.46,0.00,0,completed
swing-weekly,SOLUSDT,1w,0,0,0,0,0,0,no_trades
swing-weekly,XRPUSDT,1h,6,33.33,0.28,-1.87,2.26,0,completed
swing-weekly,XRPUSDT,4h,1,0.00,0.00,-0.22,0.22,0,completed
swing-weekly,XRPUSDT,1d,0,0,0,0,0,0,no_trades
swing-weekly,XRPUSDT,1w,0,0,0,0,0,0,no_trades
tema-momentum,BTCUSDT,1h,308,41.23,0.50,-28.55,29.45,0,completed
tema-momentum,BTCUSDT,4h,92,42.39,0.67,-9.82,10.85,0,completed
tema-momentum,BTCUSDT,1d,18,61.11,1.04,-0.53,2.83,0,completed
tema-momentum,BTCUSDT,1w,6,83.33,4.86,4.20,1.13,0,completed
tema-momentum,ETHUSDT,1h,316,44.62,0.64,-26.66,27.64,0,completed
tema-momentum,ETHUSDT,4h,102,48.04,0.67,-12.09,13.77,0,completed
tema-momentum,ETHUSDT,1d,15,60.00,1.07,-0.14,3.28,0,completed
tema-momentum,ETHUSDT,1w,4,0.00,0.00,-10.49,10.49,0,completed
tema-momentum,SOLUSDT,1h,325,39.69,0.48,-37.37,37.92,0,completed
tema-momentum,SOLUSDT,4h,100,37.00,0.40,-22.81,23.60,0,completed
tema-momentum,SOLUSDT,1d,23,52.17,0.52,-7.57,10.11,0,completed
tema-momentum,SOLUSDT,1w,4,100.00,Infinity,5.57,0.00,0,completed
tema-momentum,XRPUSDT,1h,296,42.91,0.54,-30.36,30.67,0,completed
tema-momentum,XRPUSDT,4h,119,53.78,0.92,-7.17,10.88,0,completed
tema-momentum,XRPUSDT,1d,21,52.38,0.54,-5.65,7.61,0,completed
tema-momentum,XRPUSDT,1w,0,0,0,0,0,0,no_trades
three-bar-reversal,BTCUSDT,1h,0,0,0,0,0,0,no_trades
three-bar-reversal,BTCUSDT,4h,0,0,0,0,0,0,no_trades
three-bar-reversal,BTCUSDT,1d,0,0,0,0,0,0,no_trades
three-bar-reversal,BTCUSDT,1w,0,0,0,0,0,0,no_trades
three-bar-reversal,ETHUSDT,1h,0,0,0,0,0,0,no_trades
three-bar-reversal,ETHUSDT,4h,0,0,0,0,0,0,no_trades
three-bar-reversal,ETHUSDT,1d,0,0,0,0,0,0,no_trades
three-bar-reversal,ETHUSDT,1w,0,0,0,0,0,0,no_trades
three-bar-reversal,SOLUSDT,1h,0,0,0,0,0,0,no_trades
three-bar-reversal,SOLUSDT,4h,0,0,0,0,0,0,no_trades
three-bar-reversal,SOLUSDT,1d,0,0,0,0,0,0,no_trades
three-bar-reversal,SOLUSDT,1w,0,0,0,0,0,0,no_trades
three-bar-reversal,XRPUSDT,1h,0,0,0,0,0,0,no_trades
three-bar-reversal,XRPUSDT,4h,0,0,0,0,0,0,no_trades
three-bar-reversal,XRPUSDT,1d,0,0,0,0,0,0,no_trades
three-bar-reversal,XRPUSDT,1w,0,0,0,0,0,0,no_trades
trend-pullback-2025,BTCUSDT,1h,273,38.10,0.50,-25.89,25.89,0,completed
trend-pullback-2025,BTCUSDT,4h,67,38.81,0.49,-9.24,10.07,0,completed
trend-pullback-2025,BTCUSDT,1d,18,44.44,0.43,-4.26,4.88,0,completed
trend-pullback-2025,BTCUSDT,1w,2,50.00,0.22,-1.92,2.41,0,completed
trend-pullback-2025,ETHUSDT,1h,276,37.68,0.52,-29.35,29.43,0,completed
trend-pullback-2025,ETHUSDT,4h,93,43.01,0.51,-14.94,15.58,0,completed
trend-pullback-2025,ETHUSDT,1d,19,63.16,2.18,3.36,1.40,0,completed
trend-pullback-2025,ETHUSDT,1w,3,33.33,0.11,-6.45,7.17,0,completed
trend-pullback-2025,SOLUSDT,1h,268,40.30,0.54,-28.96,29.36,0,completed
trend-pullback-2025,SOLUSDT,4h,91,43.96,0.64,-12.97,16.32,0,completed
trend-pullback-2025,SOLUSDT,1d,16,43.75,0.47,-5.28,5.28,0,completed
trend-pullback-2025,SOLUSDT,1w,0,0,0,0,0,0,no_trades
trend-pullback-2025,XRPUSDT,1h,284,36.97,0.47,-31.45,31.68,0,completed
trend-pullback-2025,XRPUSDT,4h,98,37.76,0.48,-15.82,16.69,0,completed
trend-pullback-2025,XRPUSDT,1d,17,64.71,0.63,-2.91,4.16,0,completed
trend-pullback-2025,XRPUSDT,1w,2,0.00,0.00,-2.99,2.99,0,completed
triple-confirmation-reversal,BTCUSDT,1h,578,44.12,0.65,-43.37,43.99,0,completed
triple-confirmation-reversal,BTCUSDT,4h,213,50.23,0.72,-22.17,24.50,0,completed
triple-confirmation-reversal,BTCUSDT,1d,36,58.33,0.84,-3.60,6.25,0,completed
triple-confirmation-reversal,BTCUSDT,1w,1,0.00,0.00,-0.94,0.94,0,completed
triple-confirmation-reversal,ETHUSDT,1h,566,42.05,0.60,-46.70,48.98,0,completed
triple-confirmation-reversal,ETHUSDT,4h,228,43.86,0.46,-41.76,42.90,0,completed
triple-confirmation-reversal,ETHUSDT,1d,45,64.44,1.27,2.75,7.54,0,completed
triple-confirmation-reversal,ETHUSDT,1w,5,80.00,3.11,2.81,1.41,0,completed
triple-confirmation-reversal,SOLUSDT,1h,678,52.65,0.88,-37.70,39.92,0,completed
triple-confirmation-reversal,SOLUSDT,4h,247,48.58,0.57,-39.91,41.62,0,completed
triple-confirmation-reversal,SOLUSDT,1d,38,73.68,2.20,12.42,4.39,0,completed
triple-confirmation-reversal,SOLUSDT,1w,2,100.00,Infinity,3.80,0.00,0,completed
triple-confirmation-reversal,XRPUSDT,1h,561,45.45,0.57,-50.55,50.66,0,completed
triple-confirmation-reversal,XRPUSDT,4h,192,47.40,0.85,-17.13,18.38,0,completed
triple-confirmation-reversal,XRPUSDT,1d,29,72.41,4.52,22.07,2.13,0,completed
triple-confirmation-reversal,XRPUSDT,1w,2,0.00,0.00,-2.29,2.29,0,completed
triple-ema-confluence,BTCUSDT,1h,215,37.21,0.50,-21.29,21.29,0,completed
triple-ema-confluence,BTCUSDT,4h,56,42.86,0.62,-6.06,6.88,0,completed
triple-ema-confluence,BTCUSDT,1d,16,37.50,0.38,-4.48,4.97,0,completed
triple-ema-confluence,BTCUSDT,1w,2,50.00,0.22,-1.92,2.41,0,completed
triple-ema-confluence,ETHUSDT,1h,206,38.35,0.59,-20.11,20.11,0,completed
triple-ema-confluence,ETHUSDT,4h,68,44.12,0.56,-9.71,9.71,0,completed
triple-ema-confluence,ETHUSDT,1d,16,62.50,2.53,3.84,1.07,0,completed
triple-ema-confluence,ETHUSDT,1w,3,33.33,0.11,-6.45,7.17,0,completed
triple-ema-confluence,SOLUSDT,1h,202,39.60,0.55,-22.70,23.23,0,completed
triple-ema-confluence,SOLUSDT,4h,72,47.22,0.81,-6.79,10.42,0,completed
triple-ema-confluence,SOLUSDT,1d,14,42.86,0.46,-4.87,4.87,0,completed
triple-ema-confluence,SOLUSDT,1w,0,0,0,0,0,0,no_trades
triple-ema-confluence,XRPUSDT,1h,214,35.98,0.45,-25.94,26.15,0,completed
triple-ema-confluence,XRPUSDT,4h,78,44.87,0.63,-9.73,10.98,0,completed
triple-ema-confluence,XRPUSDT,1d,16,62.50,0.61,-3.00,4.25,0,completed
triple-ema-confluence,XRPUSDT,1w,2,0.00,0.00,-2.99,2.99,0,completed
triple-screen,BTCUSDT,1h,8,25.00,0.15,-1.88,1.88,0,completed
triple-screen,BTCUSDT,4h,3,66.67,2.27,0.19,0.30,0,completed
triple-screen,BTCUSDT,1d,1,0.00,0.00,-1.09,1.09,0,completed
triple-screen,BTCUSDT,1w,0,0,0,0,0,0,no_trades
triple-screen,ETHUSDT,1h,13,46.15,0.48,-1.67,2.17,0,completed
triple-screen,ETHUSDT,4h,2,50.00,0.18,-0.57,0.63,0,completed
triple-screen,ETHUSDT,1d,0,0,0,0,0,0,no_trades
triple-screen,ETHUSDT,1w,0,0,0,0,0,0,no_trades
triple-screen,SOLUSDT,1h,6,33.33,0.31,-1.47,1.47,0,completed
triple-screen,SOLUSDT,4h,3,66.67,0.82,-0.25,0.62,0,completed
triple-screen,SOLUSDT,1d,0,0,0,0,0,0,no_trades
triple-screen,SOLUSDT,1w,0,0,0,0,0,0,no_trades
triple-screen,XRPUSDT,1h,5,60.00,1.04,-0.22,0.82,0,completed
triple-screen,XRPUSDT,4h,1,0.00,0.00,-1.17,1.17,0,completed
triple-screen,XRPUSDT,1d,0,0,0,0,0,0,no_trades
triple-screen,XRPUSDT,1w,0,0,0,0,0,0,no_trades
tsi-momentum,BTCUSDT,1h,185,37.84,0.53,-17.76,18.41,0,completed
tsi-momentum,BTCUSDT,4h,77,44.16,0.75,-7.27,7.27,0,completed
tsi-momentum,BTCUSDT,1d,16,50.00,0.29,-6.37,7.72,0,completed
tsi-momentum,BTCUSDT,1w,2,50.00,0.59,-0.85,1.93,0,completed
tsi-momentum,ETHUSDT,1h,208,34.13,0.47,-23.64,24.03,0,completed
tsi-momentum,ETHUSDT,4h,72,41.67,0.54,-12.21,12.21,0,completed
tsi-momentum,ETHUSDT,1d,15,53.33,0.73,-2.26,4.24,0,completed
tsi-momentum,ETHUSDT,1w,0,0,0,0,0,0,no_trades
tsi-momentum,SOLUSDT,1h,218,41.74,0.67,-21.71,24.75,0,completed
tsi-momentum,SOLUSDT,4h,67,53.73,0.80,-6.46,6.66,0,completed
tsi-momentum,SOLUSDT,1d,13,76.92,2.04,2.93,1.83,0,completed
tsi-momentum,SOLUSDT,1w,2,100.00,Infinity,2.03,0.00,0,completed
tsi-momentum,XRPUSDT,1h,253,35.18,0.46,-29.51,29.51,0,completed
tsi-momentum,XRPUSDT,4h,68,48.53,0.70,-7.71,9.03,0,completed
tsi-momentum,XRPUSDT,1d,17,41.18,0.19,-10.99,10.99,0,completed
tsi-momentum,XRPUSDT,1w,2,50.00,0.06,-14.23,15.11,0,completed
ultimate-oscillator-crypto,BTCUSDT,1h,33,39.39,0.68,-2.89,3.93,0,completed
ultimate-oscillator-crypto,BTCUSDT,4h,14,42.86,1.08,-0.37,2.62,0,completed
ultimate-oscillator-crypto,BTCUSDT,1d,6,66.67,0.51,-1.39,1.60,0,completed
ultimate-oscillator-crypto,BTCUSDT,1w,0,0,0,0,0,0,no_trades
ultimate-oscillator-crypto,ETHUSDT,1h,20,50.00,0.62,-2.24,2.95,0,completed
ultimate-oscillator-crypto,ETHUSDT,4h,10,80.00,2.91,2.42,0.92,0,completed
ultimate-oscillator-crypto,ETHUSDT,1d,9,44.44,0.45,-2.37,2.37,0,completed
ultimate-oscillator-crypto,ETHUSDT,1w,2,100.00,Infinity,3.03,0.00,0,completed
ultimate-oscillator-crypto,SOLUSDT,1h,35,54.29,0.78,-2.96,3.95,0,completed
ultimate-oscillator-crypto,SOLUSDT,4h,12,75.00,1.23,0.21,1.51,0,completed
ultimate-oscillator-crypto,SOLUSDT,1d,5,80.00,1.26,0.45,2.39,0,completed
ultimate-oscillator-crypto,SOLUSDT,1w,0,0,0,0,0,0,no_trades
ultimate-oscillator-crypto,XRPUSDT,1h,24,58.33,1.06,-1.02,1.66,0,completed
ultimate-oscillator-crypto,XRPUSDT,4h,5,40.00,0.20,-2.96,3.52,0,completed
ultimate-oscillator-crypto,XRPUSDT,1d,1,100.00,Infinity,0.41,0.00,0,completed
ultimate-oscillator-crypto,XRPUSDT,1w,0,0,0,0,0,0,no_trades
volatility-contraction,BTCUSDT,1h,107,36.45,0.39,-14.30,14.57,0,completed
volatility-contraction,BTCUSDT,4h,29,37.93,0.51,-4.69,4.85,0,completed
volatility-contraction,BTCUSDT,1d,14,57.14,0.44,-4.33,4.60,0,completed
volatility-contraction,BTCUSDT,1w,1,100.00,Infinity,0.70,0.00,0,completed
volatility-contraction,ETHUSDT,1h,107,42.06,0.50,-13.59,15.32,0,completed
volatility-contraction,ETHUSDT,4h,26,26.92,0.17,-11.65,11.65,0,completed
volatility-contraction,ETHUSDT,1d,5,80.00,2.28,1.96,1.64,0,completed
volatility-contraction,ETHUSDT,1w,0,0,0,0,0,0,no_trades
volatility-contraction,SOLUSDT,1h,108,54.63,0.54,-14.30,15.24,0,completed
volatility-contraction,SOLUSDT,4h,20,45.00,0.22,-10.07,10.77,0,completed
volatility-contraction,SOLUSDT,1d,4,75.00,0.82,-0.60,2.62,0,completed
volatility-contraction,SOLUSDT,1w,0,0,0,0,0,0,no_trades
volatility-contraction,XRPUSDT,1h,117,46.15,0.62,-12.78,13.14,0,completed
volatility-contraction,XRPUSDT,4h,28,64.29,1.46,0.55,3.03,0,completed
volatility-contraction,XRPUSDT,1d,18,88.89,2.60,4.23,1.83,0,completed
volatility-contraction,XRPUSDT,1w,2,0.00,0.00,-7.63,7.63,0,completed
volume-price-breakout,BTCUSDT,1h,0,0,0,0,0,0,no_trades
volume-price-breakout,BTCUSDT,4h,0,0,0,0,0,0,no_trades
volume-price-breakout,BTCUSDT,1d,0,0,0,0,0,0,no_trades
volume-price-breakout,BTCUSDT,1w,0,0,0,0,0,0,no_trades
volume-price-breakout,ETHUSDT,1h,0,0,0,0,0,0,no_trades
volume-price-breakout,ETHUSDT,4h,0,0,0,0,0,0,no_trades
volume-price-breakout,ETHUSDT,1d,0,0,0,0,0,0,no_trades
volume-price-breakout,ETHUSDT,1w,0,0,0,0,0,0,no_trades
volume-price-breakout,SOLUSDT,1h,0,0,0,0,0,0,no_trades
volume-price-breakout,SOLUSDT,4h,0,0,0,0,0,0,no_trades
volume-price-breakout,SOLUSDT,1d,0,0,0,0,0,0,no_trades
volume-price-breakout,SOLUSDT,1w,0,0,0,0,0,0,no_trades
volume-price-breakout,XRPUSDT,1h,0,0,0,0,0,0,no_trades
volume-price-breakout,XRPUSDT,4h,0,0,0,0,0,0,no_trades
volume-price-breakout,XRPUSDT,1d,0,0,0,0,0,0,no_trades
volume-price-breakout,XRPUSDT,1w,0,0,0,0,0,0,no_trades
vortex-indicator,BTCUSDT,1h,0,0,0,0,0,0,no_trades
vortex-indicator,BTCUSDT,4h,0,0,0,0,0,0,no_trades
vortex-indicator,BTCUSDT,1d,0,0,0,0,0,0,no_trades
vortex-indicator,BTCUSDT,1w,0,0,0,0,0,0,no_trades
vortex-indicator,ETHUSDT,1h,0,0,0,0,0,0,no_trades
vortex-indicator,ETHUSDT,4h,0,0,0,0,0,0,no_trades
vortex-indicator,ETHUSDT,1d,0,0,0,0,0,0,no_trades
vortex-indicator,ETHUSDT,1w,0,0,0,0,0,0,no_trades
vortex-indicator,SOLUSDT,1h,0,0,0,0,0,0,no_trades
vortex-indicator,SOLUSDT,4h,0,0,0,0,0,0,no_trades
vortex-indicator,SOLUSDT,1d,0,0,0,0,0,0,no_trades
vortex-indicator,SOLUSDT,1w,0,0,0,0,0,0,no_trades
vortex-indicator,XRPUSDT,1h,0,0,0,0,0,0,no_trades
vortex-indicator,XRPUSDT,4h,0,0,0,0,0,0,no_trades
vortex-indicator,XRPUSDT,1d,0,0,0,0,0,0,no_trades
vortex-indicator,XRPUSDT,1w,0,0,0,0,0,0,no_trades
vwap-ema-cross,BTCUSDT,1h,23,34.78,0.63,-2.59,2.69,0,completed
vwap-ema-cross,BTCUSDT,4h,10,40.00,0.72,-1.19,1.52,0,completed
vwap-ema-cross,BTCUSDT,1d,0,0,0,0,0,0,no_trades
vwap-ema-cross,BTCUSDT,1w,0,0,0,0,0,0,no_trades
vwap-ema-cross,ETHUSDT,1h,30,23.33,0.17,-6.08,6.08,0,completed
vwap-ema-cross,ETHUSDT,4h,11,45.45,0.20,-3.27,3.45,0,completed
vwap-ema-cross,ETHUSDT,1d,15,80.00,2.94,3.43,0.80,0,completed
vwap-ema-cross,ETHUSDT,1w,0,0,0,0,0,0,no_trades
vwap-ema-cross,SOLUSDT,1h,56,51.79,0.58,-7.53,7.70,0,completed
vwap-ema-cross,SOLUSDT,4h,7,57.14,0.94,-0.48,2.81,0,completed
vwap-ema-cross,SOLUSDT,1d,3,66.67,2.15,0.57,0.62,0,completed
vwap-ema-cross,SOLUSDT,1w,0,0,0,0,0,0,no_trades
vwap-ema-cross,XRPUSDT,1h,47,44.68,0.32,-8.76,8.82,0,completed
vwap-ema-cross,XRPUSDT,4h,37,59.46,1.03,-1.38,4.19,0,completed
vwap-ema-cross,XRPUSDT,1d,8,62.50,1.65,0.79,1.17,0,completed
vwap-ema-cross,XRPUSDT,1w,0,0,0,0,0,0,no_trades
vwap-pullback,BTCUSDT,1h,1120,44.02,0.66,-64.64,64.72,0,completed
vwap-pullback,BTCUSDT,4h,450,46.22,0.68,-43.15,45.60,0,completed
vwap-pullback,BTCUSDT,1d,144,59.72,1.17,0.65,8.18,0,completed
vwap-pullback,BTCUSDT,1w,11,72.73,3.06,8.37,3.89,0,completed
vwap-pullback,ETHUSDT,1h,848,40.09,0.48,-67.02,67.26,0,completed
vwap-pullback,ETHUSDT,4h,309,50.16,0.58,-38.76,38.76,0,completed
vwap-pullback,ETHUSDT,1d,94,62.77,0.92,-5.69,12.51,0,completed
vwap-pullback,ETHUSDT,1w,14,64.29,1.18,2.24,12.45,0,completed
vwap-pullback,SOLUSDT,1h,1323,50.64,0.78,-68.01,68.21,0,completed
vwap-pullback,SOLUSDT,4h,531,50.85,0.65,-57.36,57.37,0,completed
vwap-pullback,SOLUSDT,1d,161,57.76,0.94,-10.25,20.36,0,completed
vwap-pullback,SOLUSDT,1w,15,53.33,0.73,-5.25,11.25,0,completed
vwap-pullback,XRPUSDT,1h,562,46.80,0.58,-52.75,52.75,0,completed
vwap-pullback,XRPUSDT,4h,244,49.18,0.77,-26.05,31.60,0,completed
vwap-pullback,XRPUSDT,1d,103,54.37,1.39,12.85,8.56,0,completed
vwap-pullback,XRPUSDT,1w,7,42.86,0.62,-3.60,6.84,0,completed
whale-accumulation,BTCUSDT,1h,0,0,0,0,0,0,no_trades
whale-accumulation,BTCUSDT,4h,0,0,0,0,0,0,no_trades
whale-accumulation,BTCUSDT,1d,0,0,0,0,0,0,no_trades
whale-accumulation,BTCUSDT,1w,0,0,0,0,0,0,no_trades
whale-accumulation,ETHUSDT,1h,0,0,0,0,0,0,no_trades
whale-accumulation,ETHUSDT,4h,0,0,0,0,0,0,no_trades
whale-accumulation,ETHUSDT,1d,0,0,0,0,0,0,no_trades
whale-accumulation,ETHUSDT,1w,0,0,0,0,0,0,no_trades
whale-accumulation,SOLUSDT,1h,0,0,0,0,0,0,no_trades
whale-accumulation,SOLUSDT,4h,0,0,0,0,0,0,no_trades
whale-accumulation,SOLUSDT,1d,0,0,0,0,0,0,no_trades
whale-accumulation,SOLUSDT,1w,0,0,0,0,0,0,no_trades
whale-accumulation,XRPUSDT,1h,0,0,0,0,0,0,no_trades
whale-accumulation,XRPUSDT,4h,0,0,0,0,0,0,no_trades
whale-accumulation,XRPUSDT,1d,0,0,0,0,0,0,no_trades
whale-accumulation,XRPUSDT,1w,0,0,0,0,0,0,no_trades
williams-momentum,BTCUSDT,1h,747,57.83,0.89,-36.01,36.88,0,completed
williams-momentum,BTCUSDT,4h,234,57.26,0.99,-11.58,14.46,0,completed
williams-momentum,BTCUSDT,1d,64,59.38,1.48,4.30,3.27,0,completed
williams-momentum,BTCUSDT,1w,7,71.43,3.10,6.41,3.05,0,completed
williams-momentum,ETHUSDT,1h,731,57.59,0.91,-35.73,35.74,0,completed
williams-momentum,ETHUSDT,4h,207,60.39,1.07,-6.66,9.83,0,completed
williams-momentum,ETHUSDT,1d,48,62.50,1.56,5.45,3.59,0,completed
williams-momentum,ETHUSDT,1w,10,40.00,0.53,-5.72,7.54,0,completed
williams-momentum,SOLUSDT,1h,816,56.86,1.03,-29.36,29.90,0,completed
williams-momentum,SOLUSDT,4h,270,56.30,1.07,-7.64,15.42,0,completed
williams-momentum,SOLUSDT,1d,54,51.85,0.75,-8.92,12.96,0,completed
williams-momentum,SOLUSDT,1w,10,50.00,1.41,3.63,5.38,0,completed
williams-momentum,XRPUSDT,1h,701,59.20,0.94,-33.09,33.35,0,completed
williams-momentum,XRPUSDT,4h,238,52.94,0.77,-22.85,24.21,0,completed
williams-momentum,XRPUSDT,1d,46,60.87,0.82,-5.21,8.35,0,completed
williams-momentum,XRPUSDT,1w,4,100.00,Infinity,6.22,0.00,0,completed
williams-r-reversal,BTCUSDT,1h,609,44.83,0.68,-40.24,40.24,0,completed
williams-r-reversal,BTCUSDT,4h,172,51.74,0.73,-16.70,16.78,0,completed
williams-r-reversal,BTCUSDT,1d,74,54.05,0.57,-13.93,15.33,0,completed
williams-r-reversal,BTCUSDT,1w,8,75.00,2.90,5.04,1.75,0,completed
williams-r-reversal,ETHUSDT,1h,515,46.02,0.62,-42.20,42.20,0,completed
williams-r-reversal,ETHUSDT,4h,118,56.78,0.73,-12.06,12.72,0,completed
williams-r-reversal,ETHUSDT,1d,49,67.35,1.21,1.91,6.32,0,completed
williams-r-reversal,ETHUSDT,1w,4,50.00,0.14,-5.81,6.40,0,completed
williams-r-reversal,SOLUSDT,1h,611,52.21,0.76,-41.87,41.87,0,completed
williams-r-reversal,SOLUSDT,4h,165,54.55,0.81,-15.26,15.26,0,completed
williams-r-reversal,SOLUSDT,1d,60,56.67,0.75,-8.94,15.01,0,completed
williams-r-reversal,SOLUSDT,1w,0,0,0,0,0,0,no_trades
williams-r-reversal,XRPUSDT,1h,487,46.41,0.68,-38.57,38.74,0,completed
williams-r-reversal,XRPUSDT,4h,130,53.08,0.71,-18.52,21.43,0,completed
williams-r-reversal,XRPUSDT,1d,65,66.15,1.39,7.49,4.65,0,completed
williams-r-reversal,XRPUSDT,1w,7,71.43,2.40,5.34,3.51,0,completed
